"species.name"	"region"	"native_occurences"	"naturalised_occurences"	"Dstat_overlap"	"expansion"	"stability"	"unfilling"	"total.occupancy"	"expansion.observed.cells"	"expansion.potential.cells"	"nnd"	"nnd.propn"	"nnd.observed.cells"	"nnd.observed.cells.propn"	"nnu"	"nnu.propn"	"nnu.observed.cells"	"nnu.observed.cells.propn"	"native_center_x"	"native_center_y"	"natur_center_x"	"natur_center_y"	"natur_poten_x"	"natur_poten_y"	"native_center_tmax"	"native_center_precip"	"circular_model"	"circ_rstat"	"circ_pstat"	"mean_exp_dist1"	"median_exp_dist1"	"ten_exp_dist1"	"ninety_exp_dist1"	"max_exp_dist1"	"mean_exp_dist2"	"median_exp_dist2"	"ten_exp_dist2"	"ninety_exp_dist2"	"max_exp_dist2"	"proportion_tmax"	"proportion_precip"	"CV"	"exp_dir1"	"exp_dir2"	"concentration_dir1"	"concentration_dir2"	"alt_circular_model"
"Setaria faberi"	"Nearctic"	65	192	NA	0.46719	0.53281	0.40778	20.22036	117	2421	9.447	0.194	117	0.513	19.822	0.98	143	0.708	-1.25565988835744	-0.933085581686221	-0.764709892768365	-0.124972415161366	-0.959862295908838	-0.450871605836483	288	1742	"M2A"	0.922799333969773	0	1.02849865101098	1.04208599218364	0.617601453832348	1.42902476632159	1.6017007897956	NA	NA	NA	NA	NA	0.0631682140437019	0	0.182702912357258	1.201	NA	6.764	0	NA
"Setaria faberi"	"Palearctic_West"	57	85	NA	0.95878	0.04122	0.84057	19.14809	134	2535	18.359	0.572	134	1.175	26.961	1.408	92	0.59	-1.16733125150136	-0.837261133093609	0.0172611213987791	-0.569491430846194	-0.787152447903828	-0.699346706462658	288	1660	"M2A"	0.893285613191797	0	0.9270369382403	0.944412455797328	0.505397923686896	1.30943946476777	1.46296771611242	NA	NA	NA	NA	NA	0	0	0.157732488806141	0.003	NA	4.996	0	NA
"Setaria viridis"	"Australian"	2023	74	NA	0	1	0.0545	57.14554	0	2047	0	0	0	0	1.437	0.025	371	1.606	-0.0578284517515545	-0.423409407494958	-0.305481310167774	-0.199796943882549	-0.537547362127414	0.671374138039068	242	929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Setaria viridis"	"Nearctic"	2099	840	NA	0.01019	0.98981	0.02295	59.42448	71	1878	0.605	0.022	71	0.092	0.641	0.011	316	0.601	-0.0442755061107496	-0.431814017629369	-0.452182577798033	0.165880751923129	0.09554276224179	-0.246956889556529	240	927	"M2B"	0.7359072495633	0	2.0215167779575	2.05349902227013	1.68844216532554	2.24519707284341	2.30053807457804	NA	NA	NA	NA	NA	0.842133387942537	0.157866612057463	0.461722502582418	1.817	NA	227	0	NA
"Setaria viridis"	"Neotropical"	2105	39	NA	0.00082	0.99918	0.46164	48.63651	1	1852	0.04	0.001	1	0.001	13.149	0.27	580	2.661	-0.051619437047656	-0.438373379782336	-0.426335319581106	0.123763951959264	-1.11555481413795	-0.611630294261108	241	931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Setaria viridis"	"Palearctic_West"	2051	288	NA	0.0153	0.9847	0.26886	16.63769	37	2050	0.254	0.01	37	0.062	6.905	0.415	482	3.13	-0.00984254717392011	-0.414192012070333	0.201074313641468	-0.734314871294799	0.371523963315764	-0.405256948545463	239	900	"M2A"	0.996699834861967	0	2.51394300123025	2.44383280593353	2.03028628911402	3.17446319499612	3.34650721088304	NA	NA	NA	NA	NA	0	1	0.00393863412247653	4.129	NA	151.755	0	NA
"Silene antirrhina"	"Neotropical"	489	22	NA	0.23318	0.76682	0.41467	78.08165	50	2270	18.207	0.255	50	0.132	29.595	0.379	232	1.178	-0.510008446547956	0.0739339576176454	-1.20736005662763	-0.435970600997833	-0.778996403032562	-0.16602507355027	305	906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Silene noctiflora"	"Nearctic"	552	120	NA	0.30853	0.69147	0.03497	63.25777	104	2427	19.517	1.427	104	0.468	0.478	0.008	72	0.283	0.19184604453758	-0.613637765434206	-0.187413801094193	-0.302105491098544	0.220585807493013	-0.387746833310113	213	899	"M5A"	0.626104657797283	0	1.19258372703888	1.21500978776984	0.961877458840873	1.36685941281192	1.41497941153872	0.766606114527457	0.755468106473734	0.542369881607156	0.992338116879982	1.12519960432965	0.187122327248187	0.667549233496405	0.331644752077991	3.456	1.367	8.372	8.372	NA
"Silene noctiflora"	"Palearctic_West"	552	630	NA	0.00775	0.99225	0.01151	14.32633	47	2427	0.111	0.008	47	0.212	0.157	0.011	77	0.401	0.19184604453758	-0.613637765434206	0.145726548332665	-0.526973867249316	0.189322552872585	-0.393489764174774	213	899	"M2A"	0.994065560719711	0	2.73739429743357	2.84153883262232	1.89080384039707	3.30137803147332	3.45301391807637	NA	NA	NA	NA	NA	0	0.997815037907148	0.0842914978583433	4.172	NA	84.617	0	NA
"Silene vulgaris"	"Afrotropical"	2971	8	NA	0.02317	0.97683	0.288	71.66873	7	2246	1.66	0.054	7	0.017	8.921	0.124	259	1.715	0.015881645903901	-0.450850979966362	-0.236324698757241	-0.17704071496152	-0.70578978836142	0.152239302599751	235	906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Silene vulgaris"	"Australian"	3117	82	NA	0.008	0.992	0.06973	67.81272	6	2192	0.543	0.017	6	0.013	2.26	0.033	242	1.095	0.00478739774773764	-0.498847293451337	-0.192966565785101	-0.187906260469833	-0.505326812743886	0.454204393746725	233	935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Silene vulgaris"	"Nearctic"	4043	299	NA	0.02127	0.97873	0.09394	63.17232	47	2019	1.344	0.042	47	0.075	2.971	0.047	331	0.957	0.0996749509834248	-0.576261707092114	-0.296171674335524	-0.510675411576137	0.130084105564994	-0.277747116858429	221	923	"M2A"	0.995886317326157	0	1.97176005535767	1.96637649872171	1.62111909542628	2.38561197029764	2.56704914719035	NA	NA	NA	NA	NA	0	1	0.00507439388162167	3.922	NA	121.797	0	NA
"Silphium perfoliatum"	"Palearctic_West"	148	52	NA	0.66985	0.33015	0.89231	11.39431	59	2514	7.632	0.452	59	0.437	15.053	1.321	107	1.23	-0.763705670335212	-0.166972287059858	0.231017096218894	-0.429975566233369	-0.0522994241814866	-0.191607211676809	306	1142	"M5A"	0.835683721133842	0	0.554619876246697	0.542774674116357	0.39236903038995	0.728041909911953	0.818358131169378	0.734408608852702	0.726339940761388	0.44436077893555	1.06156986814111	1.15075637458419	0.0149703345642622	0	0.38068783979106	6.259	5.203	5.55	5.55	NA
"Silybum marianum"	"Afrotropical"	833	10	NA	0	1	0.33405	39.82827	0	2274	0	0	0	0	14.074	0.353	293	3.573	-0.229529164872657	0.00515328888901895	-0.248011938539925	-0.159935530843466	-0.687588558586594	0.616289786985358	282	806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Silybum marianum"	"Australian"	832	371	NA	0.01291	0.98709	0.02455	45.94245	45	2274	0.593	0.014	45	0.12	1.033	0.022	147	0.538	-0.229914906336761	0.00476951758858808	-0.395105691642346	0.0907133610208935	-0.521274682045969	0.72675904328861	282	806	"M2A"	0.988983080898101	0	2.19022306109381	2.24352242012875	1.72768794299273	2.50080561444408	2.66478832618953	NA	NA	NA	NA	NA	0	0.903442292608788	0.0105856637102713	4.395	NA	45.639	0	NA
"Silybum marianum"	"Nearctic"	834	133	NA	0.06918	0.93082	0.00379	104.14559	156	2263	7.204	0.171	156	0.404	0.16	0.002	41	0.082	-0.228506603730123	0.00431264497040465	-0.377866440816507	0.137450730620232	-0.0727364236145209	-0.137934256866594	282	806	"M5B"	0.197528865229479	1.94060176024679e-143	1.81764910142503	1.68374629071782	1.39600761316248	2.61307212322542	2.93424958215376	1.45334594060171	1.32079277192512	1.11587450116537	1.92474471567937	1.95165950888007	0.12062373587899	0.432347217891838	0.375194893252279	4.009	1.279	6.467	9.033	NA
"Silybum marianum"	"Neotropical"	828	28	NA	0.25845	0.74155	0.01397	179.9206	203	2294	46.5	1.132	203	0.572	0.574	0.003	71	0.146	-0.225318501012109	-0.00533377759136295	-0.201265394401626	-0.60230327054701	-0.548593051017201	-0.0128160253094594	281	808	"M2A"	0.923767683587707	0	1.86127382848511	1.85282629062263	1.53988463213875	2.18363552201415	2.3131927837377	NA	NA	NA	NA	NA	0.00800614637366616	0.106736119761184	0.24875902271191	5.113	NA	6.846	0	NA
"Silybum marianum"	"Palearctic_West"	832	600	NA	0.00967	0.99033	0.45096	15.79462	42	2290	0.153	0.004	42	0.117	18.905	1.197	232	1.373	-0.225509916542391	0.00343526752627817	0.186251732983419	-0.623491017207958	0.111956590069666	-0.251653428816488	281	804	"M2A"	0.977198807408028	0	1.41655379245098	1.44927375427547	1.00955906563482	1.7154466072548	1.79993446893289	NA	NA	NA	NA	NA	0	0.908706686142166	0.14102549011374	4.475	NA	22.188	0	NA
"Sinapis arvensis"	"Australian"	1858	90	NA	0.02076	0.97924	0.1218	50.74897	30	2166	1.054	0.021	30	0.062	5.978	0.118	230	0.813	-0.022297844978469	-0.607339296209451	-0.378334079758083	0.128885401186795	-0.488308330328946	0.70754980760891	227	998	"M2A"	0.995521975875243	0	1.79534210969946	1.72243430635372	1.2801600596735	2.52336822311957	2.65460805628558	NA	NA	NA	NA	NA	0	1	0.00660786421421533	4.322	NA	111.908	0	NA
"Sinapis arvensis"	"Nearctic"	1966	431	NA	0.02437	0.97563	0.10059	79.35118	69	2099	1.933	0.037	69	0.125	5.271	0.066	224	0.567	-0.00445499044790129	-0.646809851586036	-0.293742234724806	-0.095369349407562	0.0955067366347862	-0.239265371531055	223	1009	"M5B"	0.499070762990247	1.838436022884e-198	0.759748418718766	0.778715346726045	0.658486077539636	0.84687740424684	0.866639044462921	1.48112587779147	1.45110606769778	1.27770042593273	1.74414956800559	1.84188091867856	0.205446500975146	0.17774121317706	0.372046464018732	0.748	2.85	226.999	1.78	NA
"Sinapis arvensis"	"Neotropical"	1966	17	NA	0.2202	0.7798	0.60055	79.90124	69	2060	17.594	0.336	69	0.117	31.459	0.394	398	1.531	-0.00458669538283897	-0.64716039107007	-0.684189086900716	-0.143947364942415	-0.35254827760061	-0.140056177079898	223	1009	"M2C"	0.865044252903618	0	1.1002720961488	1.10211373224288	0.898120190431094	1.31234297365074	1.35275133427953	NA	NA	NA	NA	NA	0.794870197434822	0.218178396277813	0.326042857426365	2.95	NA	9.703	0	NA
"Sinapis arvensis"	"Palearctic_West"	1968	1117	NA	3e-04	0.9997	0.221	10.78114	8	2101	0.003	0	8	0.015	11.615	1.077	357	1.794	-0.00500808261305285	-0.644672102308248	0.207319397257704	-0.535429611307349	0.213288468632954	-0.365564246268551	224	1009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Sisymbrium altissimum"	"Australian"	51	23	NA	0.36266	0.63734	0.00353	210.61937	318	2431	76.384	0.966	318	1.459	0.279	0.001	3	0.006	-0.248666153015299	0.062480011786227	-0.139682800505832	-0.160312819148633	-0.46375463952718	0.774865313103736	287	787	"M5B"	0.876599833801286	0	0.777551900089123	0.754757191776908	0.612358139231034	0.988852724729124	1.07501569394483	2.12143963333177	2.16973084701865	1.61797525546477	2.63478513732271	2.87803615450905	0.00285732967044707	0.0130591941089506	0.328358574586623	0.195	5.264	4.754	6.976	NA
"Sisymbrium altissimum"	"Nearctic"	64	770	NA	0.03985	0.96015	0.04088	69.59481	137	2299	2.774	0.026	137	0.391	4.308	0.062	28	0.061	-0.160736802289947	-0.0395188065724117	-0.192122630805921	0.0552646206733465	0.102959055151469	-0.173668792098556	274	794	"M5B"	0.48177287046593	0	1.86358041616798	1.6434261874625	1.28148671655897	2.74918938945459	3.09882631023277	1.93939475169012	2.04454832429761	1.59903108080101	2.18786742702991	2.23621386737513	0.49424298428891	0.315910601483511	0.278960138371909	3.934	1.736	23.021	3.823	NA
"Sisymbrium altissimum"	"Neotropical"	62	23	NA	0.08744	0.91256	0.46372	47.4628	14	2331	4.15	0.042	14	0.044	45.807	0.965	204	1.594	-0.146058579759803	-0.0810946517756478	0.346223791769855	-0.0619267289249062	-0.228868360091091	0.0521067909497228	271	805	"M2A"	0.991413917180259	0	1.15485588618962	1.15170967443241	0.974052714086729	1.34234667015271	1.36202925272736	NA	NA	NA	NA	NA	0	0	0.0102942477854583	0.033	NA	58.487	0	NA
"Sisymbrium altissimum"	"Palearctic_West"	64	1156	NA	0.00848	0.99152	0.34321	13.46686	98	2299	0.114	0.001	98	0.28	36.173	2.686	157	0.54	-0.160736802289947	-0.0395188065724117	0.195176785885801	-0.545885523892658	0.132763478313513	-0.277934884835829	274	794	"M2A"	0.995333619329582	0	2.52778974185388	2.51752844591535	1.66962562047732	3.24190882995095	3.42387365428212	NA	NA	NA	NA	NA	0	0.996756054990984	0.0843675554227749	4.214	NA	107.401	0	NA
"Sisymbrium altissimum"	"Sino-Japanese"	61	7	NA	1	0	1	30.78881	42	2339	30.789	0.319	42	0.135	96.503	3.134	310	7.381	-0.137618254096842	-0.0995645460851142	-1.34017738813509	-0.819813728506941	-0.161097918663172	-0.280371335768156	269	811	"M2A"	0.983405301867414	0	1.32994762932327	1.3393697324443	0.9290560907223	1.70086020814637	1.8228680014519	NA	NA	NA	NA	NA	0.0221337144538176	1	0.0180737367345322	3.679	NA	30.387	0	NA
"Sisymbrium irio"	"Australian"	570	518	NA	0.00011	0.99989	0.06891	23.0939	2	2256	0.002	0	2	0.005	3.657	0.158	174	0.787	-0.222322783032147	0.134954065448648	-0.310258789434884	0.576529991699662	-0.515511399076614	0.732593732473905	290	738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Sisymbrium irio"	"Nearctic"	600	286	NA	0.00265	0.99735	0.04455	56.34335	8	2097	0.149	0.003	8	0.014	2.585	0.046	225	0.672	-0.189771011259421	0.0973076627681705	-0.383746445133259	0.826960991252956	0.138946078054688	-0.227596988913219	285	743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Sisymbrium irio"	"Neotropical"	590	31	NA	0.05415	0.94585	0.04075	137.64231	50	2129	7.454	0.135	50	0.096	2.249	0.016	163	0.4	-0.183988352124817	0.0740828065951217	0.0181421520585873	0.0573045368561814	-0.365032712247674	-0.0926759735200989	283	750	"M2A"	0.925703194563344	0	1.50052337016273	1.471698325418	1.34010843137658	1.73943815179035	1.85373252222114	NA	NA	NA	NA	NA	0.0139337727622737	0.00345168698938894	0.582045632206588	0.5	NA	7.015	0	NA
"Sisymbrium irio"	"Palearctic_West"	599	162	NA	0	1	0.67795	19.43927	0	2114	0	0	0	0	39.231	2.018	433	4.245	-0.188062271716835	0.0977617741589624	0.190377854571836	-0.559515340362739	0.352939637332848	-0.381557630108439	285	739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Sisymbrium irio"	"Sino-Japanese"	569	6	NA	0.57943	0.42057	0.99786	20.20306	22	2175	11.706	0.228	22	0.046	51.127	2.531	457	11.718	-0.168444642745478	0.0367937419981265	-1.20276825963165	-0.582282090574627	0.200445394826894	-0.43369909424492	280	761	"M2A"	0.995993202007633	0	1.55715075517759	1.55500455254536	1.36815293728184	1.78635541031768	1.83036152378348	NA	NA	NA	NA	NA	0.0485517067804882	1	0.00435676926155371	3.369	NA	125.039	0	NA
"Sisymbrium loeselii"	"Nearctic"	90	130	NA	0.00281	0.99719	0.24282	31.92898	5	2173	0.09	0.001	5	0.011	30.657	0.96	242	1.013	-0.0196899073138457	-0.128360767236265	6.70661457499912e-05	0.0394253139370082	0.178431000013283	-0.22475416911429	259	769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Sisymbrium loeselii"	"Palearctic_West"	89	532	NA	0.00932	0.99068	0.47603	11.69037	54	2190	0.109	0.001	54	0.118	58.847	5.034	322	1.686	-0.0149720452319046	-0.126878701058132	0.206020805658514	-0.464698139797701	0.342479821876241	-0.373943318877436	259	765	"M2A"	0.996418409071592	0	2.42086632868465	2.33152436459707	1.78222180221843	3.17293923967279	3.35552550298107	NA	NA	NA	NA	NA	0	1	0.00622162248722358	4.139	NA	139.852	0	NA
"Sisymbrium officinale"	"Afrotropical"	2632	11	NA	0	1	0.72928	37.61387	0	2186	0	0	0	0	21.84	0.581	390	5.342	0.0254480612486429	-0.510722213450393	-0.206456854049342	-0.088157416364112	-0.750470335761703	0.36094657126435	231	929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Sisymbrium officinale"	"Australian"	2732	269	NA	0.02319	0.97681	0.02475	71.9982	42	2137	1.67	0.053	42	0.082	0.784	0.011	193	0.535	0.0178798820851961	-0.546128535436941	-0.350626043609043	-0.285401502109535	-0.505257504514983	0.65841605924519	229	950	"M2A"	0.996885581812002	0	2.63569958068541	2.6198833130199	2.25338238292994	2.98803919774797	3.34411926257398	NA	NA	NA	NA	NA	0	1	0.00290389109837064	4.381	NA	160.795	0	NA
"Sisymbrium officinale"	"Nearctic"	2833	321	NA	0.01801	0.98199	0.11516	79.3278	42	2112	1.428	0.048	42	0.078	3.463	0.044	219	0.608	0.0269488140676645	-0.55274384861205	-0.526041158053999	-0.25401935614718	-0.0205749807725666	-0.219914557525557	227	949	"M2B"	0.875574778338771	0	1.95476826298009	1.92321024904344	1.58282758161394	2.34071014603856	2.42249426413217	NA	NA	NA	NA	NA	0.180679980628135	0.827562283124991	0.179091324190882	4.084	NA	181.135	0	NA
"Sisymbrium officinale"	"Neotropical"	2832	38	NA	0.14342	0.85658	0.01382	226.83225	183	2134	32.531	1.083	183	0.355	0.415	0.002	110	0.187	0.0271851593204269	-0.553517555609017	-0.332205263972776	-0.541891590185245	-0.758443535069963	-0.300293094438189	227	950	"M5B"	0.418086750855466	0	1.94698442729556	1.96458781204462	1.71337511	2.19505031574258	2.30080667449431	1.57386628817633	1.53988836199114	1.24403434925198	1.8286299081655	2.8364078181339	0.101496355411746	0.435203193981471	0.732914255794339	0.001	4.229	7.975	2.331	NA
"Sisyrinchium angustifolium"	"Palearctic_West"	297	22	NA	0	1	0.58952	39.70683	0	2230	0	0	0	0	31.435	0.792	311	2.88	-0.644814956251658	-0.432131005046132	-0.181550484353147	-0.603017050621978	0.174646227202879	-0.319234116897725	280	1213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Sisyrinchium angustifolium"	"Sino-Japanese"	306	7	NA	0.07447	0.92553	0.89379	19.33978	10	2197	1.44	0.026	10	0.022	49.406	2.555	410	7.885	-0.668008114713885	-0.436764144855981	-1.34957109378257	-0.83201456588565	-0.490014545015202	-0.42913316432948	282	1226	"M2A"	0.998271517166482	0	1.84341936792192	1.86436380119274	1.70552909155456	1.96164415061521	1.98081116947096	NA	NA	NA	NA	NA	0	1	0.00182306364630469	3.841	NA	227	0	NA
"Sisyrinchium montanum"	"Palearctic_West"	315	106	NA	0.04573	0.95427	0.28463	40.08837	34	2370	1.833	0.035	34	0.122	14.758	0.368	143	0.841	-0.0311528338849065	-0.419571672990329	0.0102379287685451	-0.813434080099368	0.137917690810873	-0.296961056025462	240	913	"M2A"	0.988778672667306	0	1.58955846822968	1.59145636103801	1.31435860900233	1.84915186963803	2.03133120107685	NA	NA	NA	NA	NA	0	0.819552785011749	0.0114954387857407	4.507	NA	44.812	0	NA
"Solanum carolinense"	"Palearctic_West"	399	15	NA	0.671	0.329	0.94844	10.51514	31	2407	7.056	0.27	31	0.128	24.822	2.361	201	2.792	-0.841972506810876	-0.190294217814409	0.054007921357038	-0.576977166319829	-0.0160947581592223	-0.0525109112720794	310	1191	"M2A"	0.963719677221131	0	0.73976193604433	0.754537781502472	0.527710005497503	0.939900739227725	1.06647302146261	NA	NA	NA	NA	NA	0	0.340593818529709	0.0572497513884173	4.77	NA	14.047	0	NA
"Solanum carolinense"	"Sino-Japanese"	407	24	NA	0.10245	0.89755	0.56026	23.71239	15	2383	2.429	0.089	15	0.056	15.234	0.642	198	2.386	-0.854735951877678	-0.199658190615112	-1.28128893231987	-0.754895931042611	-0.847140990765623	-0.305996977149337	310	1202	"M2A"	0.99610496072131	0	1.26856017905762	1.28261596965483	1.04968279427237	1.46060113770324	1.54271183358845	NA	NA	NA	NA	NA	0	1	0.00408404909367865	3.945	NA	128.62	0	NA
"Solanum dulcamara"	"Australian"	2747	58	NA	0.03952	0.96048	0.09409	63.86431	53	2093	2.524	0.087	53	0.095	2.737	0.043	306	1.01	0.0204272365672895	-0.539458538727658	-0.037287474944107	-0.91808271943331	-0.517233444505252	0.640706968339967	229	944	"M2A"	0.993993512336647	0	3.67611042167872	3.60276596221101	2.20427943389859	4.73267350444811	4.82206144386379	NA	NA	NA	NA	NA	0	1	0.0059596017974276	4.334	NA	83.496	0	NA
"Solanum dulcamara"	"Nearctic"	3121	346	NA	0.00734	0.99266	0.05095	45.60062	30	1999	0.335	0.014	30	0.046	1.219	0.027	347	1.042	0.0558370694044631	-0.549375393744734	-0.415811412867385	-0.323909953137022	0.0397807226006745	-0.241326357348688	226	934	"M5B"	0.338521208476546	0	2.42132843496177	2.80447782609685	1.59026008058037	3.0499804843131	3.07744778462718	1.04412672274518	1.07935007979833	0.80172738477004	1.23760249899184	1.3097000374018	0	0.347823145110127	0.635399015440036	4.06	1.267	227	36.954	NA
"Solanum nigrum"	"Afrotropical"	2746	166	NA	0.02565	0.97435	0.03605	123.26695	50	2028	3.162	0.099	50	0.081	1.148	0.009	200	0.425	-0.0566617832052851	-0.411668098890981	-0.561426676104946	-0.221537691917976	-0.829495909974939	0.367421764103802	243	922	"M2B"	0.908527186978574	0	2.40974136922183	2.36166612233157	1.89669885691817	2.91295430554998	3.01796676228956	NA	NA	NA	NA	NA	0	0.913613686514341	0.295231327478076	4.355	NA	227	0	NA
"Solanum nigrum"	"Australian"	2799	1101	NA	0.00944	0.99056	0.01272	63.66335	65	1951	0.601	0.019	65	0.093	0.404	0.006	215	0.392	-0.0554065973227946	-0.425732701555242	-0.383035022302546	0.230464275128391	-0.543998374836622	0.653591664499848	242	929	"M2B"	0.923099931383732	0	2.49969694447387	2.47558199223417	0.974259549115847	4.29376583247218	4.61226217145917	NA	NA	NA	NA	NA	0.0493993405800513	0.950600659419949	0.200042486106281	4.097	NA	226.996	0	NA
"Solanum nigrum"	"Nearctic"	2928	179	NA	0.00318	0.99682	0.14992	100.35253	6	1791	0.319	0.01	6	0.007	4.704	0.047	520	1.512	-0.0415547574071045	-0.433757517612543	-0.492077767523707	-0.020601202952227	0.0714944996549263	-0.248870217037379	240	927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Solanum nigrum"	"Neotropical"	2928	102	NA	0.11009	0.88991	0.00882	341.77242	174	1756	37.625	1.184	174	0.195	0.28	0.001	209	0.244	-0.0460934950903725	-0.44075170326659	-0.882908713271347	-0.732637472585549	-1.09692384747587	-0.596239988109616	240	930	"M4B"	0.0260903272603998	0.000119165198076078	2.11434435394387	1.99991959759091	1.35801727273253	3.01268096304412	3.40091057130101	2.35304151874994	2.35935337584884	2.25048719475915	2.44954175269882	2.51661862411428	0.155941475115347	0.34487745161173	0.505655878456843	3.844	6.985	1.506	43.195	"M5B"
"Solanum nigrum"	"Oceanian"	77	7	NA	0	1	0.59117	73.1823	0	2093	0	0	0	0	71.765	0.981	442	3.877	-1.70983844750738	-1.23669340272302	-1.09642137535639	-0.851879487867376	-2.4037284235791	-2.0147862965993	298	2116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Solanum nigrum"	"Panamanian"	2038	29	NA	0.28188	0.71812	0.04095	496.98136	361	1926	140.089	3.785	361	0.499	1.516	0.003	87	0.087	-0.170145302325384	-0.486294048265534	-1.69815052831371	-1.4705097225369	-1.48087809744494	-0.80520704364122	245	1012	"M5B"	0.641628480777498	0	1.05763636963477	1.04866982668509	0.839893457583696	1.25589136039791	1.51462959740581	2.64033315291805	2.89813049735751	1.21123472847124	3.68030402447707	3.932159791263	0.13419086131395	0.454328287302659	0.314779628350391	2.04	4.543	13.36	3.842	NA
"Solanum nigrum"	"Sino-Japanese"	2906	43	NA	0.02342	0.97658	0.94744	45.44877	11	1842	1.064	0.034	11	0.014	29.269	0.644	660	4.177	-0.0415664595589879	-0.44404329226618	-1.29808614456829	-0.837157854473692	-0.263106813744791	-0.51277310048122	239	931	"M2A"	0.997631184385516	0	1.55705720156129	1.57918664331561	1.26098460883113	1.79490836456498	1.86852910765379	NA	NA	NA	NA	NA	0	1	0.00267864138336171	4.043	NA	211.323	0	NA
"Solanum torvum"	"Afrotropical"	390	182	NA	0.00325	0.99675	0.07375	105.1834	12	1908	0.342	0.002	12	0.016	12.229	0.116	258	0.521	-1.72066461888215	-1.00816302773097	-1.74839157630739	-0.912650524845423	-1.02750420967262	-0.105121614052703	314	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Solanum torvum"	"Australian"	315	87	NA	0.01587	0.98413	0.07877	61.77134	32	2117	0.98	0.009	32	0.06	8.795	0.142	194	0.524	-1.46065594945081	-0.76725798571365	-1.05038483962959	-0.384090014324598	-0.643655121124081	0.311961301101212	312	1764	"M4A"	0.700930137440869	0	0.783721127163131	0.785519378399872	0.694821592095415	0.849623508224947	0.875283235903967	0.811698716820734	0.808549248911211	0.750881868089756	0.87377535271552	0.890081878666597	0.838417406272279	0	0.296049842838875	2.4	5.542	11.209	11.209	NA
"Solanum torvum"	"Madagascan"	359	12	NA	0	1	0.35752	70.28444	0	2084	0	0	0	0	48.292	0.687	409	2.622	-1.60017949833562	-0.893075234559096	-1.43535754707717	-0.896238819863865	-1.22399421374281	-0.513013629856239	313	1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Solanum torvum"	"Oceanian"	355	50	NA	0.02786	0.97214	0.06109	319.7148	32	1949	8.906	0.056	32	0.046	9.712	0.03	136	0.228	-1.91364285553787	-1.26030716936525	-2.36019474923266	-1.96686402055606	-2.64383132589562	-2.141416619275	310	2216	"M2C"	0.919194662848054	0	2.13880035199238	2.25863376852303	1.35942686126237	2.75366906719737	2.84627080590533	NA	NA	NA	NA	NA	0	0.859307396404275	0.126871520236045	4.165	NA	22.677	0	NA
"Solanum torvum"	"Oriental"	414	140	NA	0.01217	0.98783	0.02431	195.52534	57	1633	2.38	0.013	57	0.056	4.588	0.023	217	0.254	-1.78936449011569	-1.11130552326767	-1.86636359906309	-1.31007287745962	-1.81132030202254	-0.780223261552325	311	2086	"M2A"	0.985637077259778	0	2.5548641408143	2.59158194146267	2.24257204831544	2.83068342370962	2.8933284038683	NA	NA	NA	NA	NA	0.00212391822711346	0.471520643763266	0.66612981403558	4.639	NA	35.067	0	NA
